019dcf6|2025-09-19 21:06:25 -0300|Diego Andres Eiman|feat: implementar estilo Vercel auténtico en FilterableSelect
98c6de7|2025-09-19 21:01:15 -0300|Diego Andres Eiman|fix: agregar import faltante de Search en FilterableSelect
e6843d5|2025-09-19 20:58:03 -0300|Diego Andres Eiman|fix: corregir múltiples problemas en ABM y mejorar UX
759bbaf|2025-09-19 20:47:58 -0300|Diego Andres Eiman|fix: resolver error de Suspense boundary en productos
af1477e|2025-09-19 20:43:31 -0300|Diego Andres Eiman|fix: corregir errores de sintaxis JSX en categorías y productos
a14f8d2|2025-09-19 20:37:04 -0300|Diego Andres Eiman|feat: completar unificación de formularios y mejoras UX
a2a50aa|2025-09-19 20:35:10 -0300|Diego Andres Eiman|feat: unificar estilos de formularios y agregar campo precio mejorado
c0c7b65|2025-09-19 20:31:14 -0300|Diego Andres Eiman|feat: mejorar formularios y filtros en ABM
4683d74|2025-09-19 16:16:24 -0300|Diego Andres Eiman|fix: corregir error 'Cannot read properties of undefined (reading length)'
0cac809|2025-09-19 16:12:22 -0300|Diego Andres Eiman|fix: corregir referencias a servicios no definidos en ABM
5ec4327|2025-09-19 16:07:52 -0300|Diego Andres Eiman|feat: unificar estética y agregar búsqueda/paginación en todos los ABM
e8f8d5b|2025-09-19 15:51:11 -0300|Diego Andres Eiman|feat: implementar lógica de formularios condicionales en todas las secciones
112cb75|2025-09-19 15:49:37 -0300|Diego Andres Eiman|fix: corregir error price.toFixed en remitos y agregar lógica showForm en categorías
8a458db|2025-09-19 15:34:54 -0300|Diego Andres Eiman|fix: corregir errores restantes en categorías y dashboard
d3693bc|2025-09-19 15:32:01 -0300|Diego Andres Eiman|fix: corregir error ClientService is not defined
3a98d4d|2025-09-19 15:26:08 -0300|Diego Andres Eiman|fix: corregir estado activo de Remitos en menú
9e7137b|2025-09-19 15:23:32 -0300|Diego Andres Eiman|fix: corregir error JSX en categorias - cambiar Layout por main
31acdaf|2025-09-19 14:48:43 -0300|Diego Andres Eiman|fix: corregir error de sintaxis JSX en clientes/page.tsx
228b30c|2025-09-19 14:46:56 -0300|Diego Andres Eiman|fix: corregir problemas de UI y errores de aplicación
b7ce317|2025-09-19 14:33:14 -0300|Diego Andres Eiman|fix: agregar verificaciones Array.isArray defensivas en todas las páginas
ce81524|2025-09-19 14:25:46 -0300|Diego Andres Eiman|fix: corregir errores de frontend y campo total faltante
afe0caa|2025-09-19 14:24:00 -0300|Diego Andres Eiman|fix: corregir error 500 en /api/remitos y bucles infinitos
992183d|2025-09-19 14:17:29 -0300|Diego Andres Eiman|fix: corregir error de useSearchParams con Suspense boundary
4ba9e12|2025-09-19 13:45:38 -0300|Diego Andres Eiman|fix: corregir APIs faltantes y problema de sesión en header
4b303ec|2025-09-19 13:39:22 -0300|Diego Andres Eiman|fix: convertir páginas de empresas y usuarios a Client Components
f7fec71|2025-09-19 13:29:53 -0300|Diego Andres Eiman|fix: corregir error de servidor y iconos grandes
c2cbb56|2025-09-19 13:24:18 -0300|Diego Andres Eiman|fix: corregir header y enlace 'Ver Usuarios'
7340eaa|2025-09-19 12:58:32 -0300|Diego Andres Eiman|fix: corregir errores críticos de APIs, navegación y UI
3f4271a|2025-09-19 12:39:51 -0300|Diego Andres Eiman|fix: crear paginas faltantes y corregir problemas de estilos
d13628e|2025-09-19 12:33:47 -0300|Diego Andres Eiman|feat: configurar base de datos Prisma real y crear usuarios
052e91a|2025-09-19 12:24:33 -0300|Diego Andres Eiman|fix: configurar SQLite local para desarrollo y testing
d17e97d|2025-09-19 12:17:51 -0300|Diego Andres Eiman|fix: restaurar PostgreSQL y corregir estilos de iconos
243235c|2025-09-19 12:11:47 -0300|Diego Andres Eiman|fix: configurar SQLite local y corregir autenticacion
37e8a76|2025-09-19 12:02:02 -0300|Diego Andres Eiman|fix: corregir tamaño de iconos SVG que se mostraban enormes
50535b0|2025-09-19 11:44:53 -0300|Diego Andres Eiman|feat: mejorar pantalla de login y corregir credenciales
5fcbc09|2025-09-19 11:35:35 -0300|Diego Andres Eiman|fix: corregir errores de configuración de NextAuth y página de error
51edbe2|2025-09-19 11:29:48 -0300|Diego Andres Eiman|feat: implementar sistema completo de remitos con multi-empresa
8a6093c|2025-09-19 00:12:13 -0300|Diego Andres Eiman|feat: aplicar estilo Hotmail clásico con diseño de correo electrónico
4f493e8|2025-09-19 00:03:19 -0300|Diego Andres Eiman|refactor: eliminar todos los estilos y dejar HTML crudo con Times New Roman
b82ff60|2025-09-18 23:42:12 -0300|Diego Andres Eiman|feat: rediseño completo con estética moderna similar a v0-postulador
8278f7a|2025-09-18 23:34:39 -0300|Diego Andres Eiman|fix: corregir header negro y formularios compactos
3b9a3fb|2025-09-18 23:31:40 -0300|Diego Andres Eiman|fix: corregir diseño UI para coincidir exactamente con captura
3c4f76e|2025-09-18 22:59:09 -0300|Diego Andres Eiman|feat: sistema de gestión funcional con persistencia local y UI moderna
72c42f6|2025-09-18 16:59:36 -0300|Diego Andres Eiman|Ajustar diseño para coincidir exactamente con captura de referencia
ddce19a|2025-09-18 16:54:39 -0300|Diego Andres Eiman|Fix: Corregir errores de React y imports faltantes
de6c6fd|2025-09-18 16:29:13 -0300|Diego Andres Eiman|Implementar interfaz moderna tipo SaaS con combobox buscable
7079431|2025-09-18 15:23:43 -0300|Diego Andres Eiman|Rediseño completo con estilo moderno tipo Vercel
4292fba|2025-09-18 15:11:42 -0300|Diego Andres Eiman|Mejorar anchos de campos: quitar w-full y aplicar anchos específicos
f09c09c|2025-09-18 14:42:54 -0300|Diego Andres Eiman|Rediseño completo de la interfaz con estilo moderno y atractivo
4d0d984|2025-09-18 14:00:32 -0300|Diego Andres Eiman|Mejoras significativas en look & feel y funcionalidades
649c1a1|2025-09-18 13:46:25 -0300|Diego Andres Eiman|Merge: Integrar sistema Next.js con versión anterior
79893ce|2025-09-18 13:45:40 -0300|Diego Andres Eiman|Sistema completo de gestión con Next.js
2aa8012|2025-09-18 13:35:27 -0300|Diego Andres Eiman|Initial commit from Create Next App
6a07554|2025-09-18 13:21:44 -0300|Diego Andres Eiman|Sistema completo de gestión de productos y remitos
